MarkerName	Allele1	Allele2	Effect	StdErr	P-value	Direction	HetISq	HetChiSq	HetDf	HetPVal
cg20845373			-0.0417	0.0519	0.4213	--	0.0	0.056	1	0.8133
cg03072329			0.0452	0.1152	0.6946	+-	0.0	0.815	1	0.3665
cg04367680			0.0659	0.0842	0.434	++	0.0	0.168	1	0.6817
cg08112102			-0.0245	0.0449	0.5845	-+	0.0	0.978	1	0.3226
cg12208051			0.0509	0.0475	0.2847	++	3.7	1.038	1	0.3083
cg00747890			-0.0021	0.0450	0.9632	--	0.0	0.000	1	0.986
cg14667853			0.0365	0.0435	0.4008	++	0.0	0.168	1	0.6822
cg05299650			-0.0601	0.0288	0.03725	--	0.0	0.056	1	0.813
cg08579420			-0.0207	0.0417	0.6188	+-	0.0	0.290	1	0.5904
cg25958454			0.0440	0.0657	0.5033	+-	6.5	1.069	1	0.3012
cg09766432			0.0227	0.0420	0.5882	++	0.0	0.118	1	0.7312
cg04969937			0.0251	0.0412	0.5422	++	0.0	0.080	1	0.7768
cg25322632			0.0234	0.0594	0.6935	-+	0.0	0.636	1	0.4253
cg23789402			0.0235	0.0613	0.7016	-+	81.4	5.385	1	0.02031
cg25777714			0.0357	0.0429	0.4058	+-	37.4	1.597	1	0.2064
cg15936318			-0.0838	0.0574	0.144	--	0.0	0.169	1	0.6807
cg10529789			0.0139	0.0433	0.7478	-+	0.0	0.998	1	0.3178
cg21184172			0.0531	0.0612	0.3855	-+	81.3	5.358	1	0.02063
cg09279615			0.0793	0.0501	0.1132	++	0.0	0.187	1	0.6652
cg26191576			0.0284	0.0899	0.7521	-+	0.0	0.668	1	0.4138
cg12006733			0.1344	0.0492	0.006355	++	0.0	0.952	1	0.3293
cg09754851			0.0329	0.0524	0.5302	++	0.0	0.105	1	0.7462
cg07669182			-0.0163	0.0591	0.7823	-+	0.0	0.411	1	0.5213
cg07696515			0.0093	0.0610	0.8792	+-	54.2	2.186	1	0.1393
cg05538266			-0.0987	0.0946	0.2968	--	0.0	0.390	1	0.5325
cg03313271			0.0754	0.0525	0.1509	++	0.0	0.007	1	0.9332
cg12697795			-0.0090	0.0354	0.8001	-+	0.0	0.261	1	0.6097
cg20417128			0.0303	0.0584	0.6044	-+	13.5	1.156	1	0.2824
cg05110013			-0.0337	0.0885	0.7032	--	0.0	0.210	1	0.6466
cg09180520			0.0297	0.0425	0.4848	+-	0.0	0.565	1	0.4522
cg00295448			0.0196	0.0551	0.7223	+-	0.0	0.450	1	0.5022
cg05648516			-0.0397	0.0369	0.2829	--	15.3	1.181	1	0.2771
cg25514337			0.0178	0.0507	0.7261	+-	0.0	0.258	1	0.6117
cg22233524			-0.0010	0.1051	0.9924	-+	51.2	2.051	1	0.1521
cg06682252			-0.0048	0.0407	0.9058	-+	33.5	1.504	1	0.2201
cg13292626			0.0468	0.0870	0.5907	+-	0.0	0.891	1	0.3452
cg22607959			-0.0164	0.0258	0.5256	-+	4.3	1.045	1	0.3067
cg24048585			0.0155	0.0469	0.7409	++	0.0	0.000	1	0.9935
cg06786424			-0.0504	0.0523	0.3357	--	0.0	0.054	1	0.816
cg12234440			0.0428	0.0537	0.4251	++	0.0	0.125	1	0.7233
cg25851564			-0.0082	0.0380	0.829	+-	23.0	1.298	1	0.2546
cg18039133			-0.0459	0.0696	0.5091	-+	50.5	2.019	1	0.1553
cg06074256			-0.0070	0.0446	0.8744	+-	0.0	0.161	1	0.6886
cg19156869			0.0279	0.0517	0.5894	+-	0.0	0.941	1	0.332
cg26931649			-0.0300	0.0500	0.5489	-+	68.0	3.129	1	0.07692
cg21184951			-0.0014	0.0598	0.981	-+	0.0	0.785	1	0.3758
cg11660684			-0.0346	0.0385	0.3693	--	0.0	0.001	1	0.9717
cg24751717			-0.0154	0.0370	0.6775	+-	38.6	1.630	1	0.2017
cg10815955			-0.0309	0.0409	0.4505	--	0.0	0.039	1	0.8434
cg27350478			-0.0043	0.0569	0.94	-+	0.0	0.042	1	0.8372
cg01419181			0.0881	0.0618	0.1544	++	0.0	0.001	1	0.9756
cg00996626			-0.0274	0.0595	0.6454	--	0.0	0.066	1	0.7972
cg08471972			0.0546	0.0399	0.1712	++	0.0	0.997	1	0.3181
cg13742740			0.0451	0.0433	0.2979	++	46.6	1.873	1	0.1712
cg00570548			0.0207	0.0405	0.6086	+-	0.4	1.004	1	0.3163
cg03186270			0.0514	0.0385	0.1818	++	0.0	0.013	1	0.9106
cg04589828			-0.0884	0.0793	0.2654	--	0.0	0.794	1	0.373
cg15191795			-0.0319	0.1391	0.8188	+-	0.0	0.709	1	0.3997
cg16281097			-0.0346	0.0394	0.381	--	44.1	1.789	1	0.181
cg24417237			0.0419	0.0422	0.3214	+-	86.8	7.552	1	0.005995
cg24003528			0.0141	0.0327	0.6673	+-	0.0	0.666	1	0.4144
cg20590175			0.0315	0.0597	0.5975	++	0.0	0.636	1	0.4253
cg02390614			0.0099	0.0573	0.8626	-+	0.0	0.706	1	0.4008
cg09638944			-0.0012	0.0449	0.979	--	0.0	0.000	1	0.9948
cg21163017			0.0560	0.0557	0.3153	++	0.0	0.516	1	0.4727
cg15406566			0.0432	0.0301	0.1514	++	0.0	0.777	1	0.378
cg12453741			-0.0217	0.0357	0.544	+-	0.0	0.580	1	0.4462
cg11173146			-0.0199	0.0594	0.7377	-+	0.0	0.361	1	0.548
cg08477385			0.0573	0.0440	0.1928	++	0.0	0.017	1	0.8969
cg16596069			0.0295	0.0559	0.5976	+-	0.0	0.315	1	0.5744
cg07211251			-0.0951	0.0787	0.2271	--	0.0	0.003	1	0.9536
cg11166730			0.0990	0.0379	0.008961	++	0.0	0.055	1	0.8152
cg03843715			-0.0576	0.0786	0.4638	--	0.0	0.581	1	0.4458
cg21999616			0.0558	0.0732	0.4457	+-	52.9	2.122	1	0.1452
cg03652686			0.0484	0.0488	0.3214	+-	0.0	0.910	1	0.3401
cg19371706			0.1223	0.0687	0.07479	++	23.5	1.307	1	0.2529
cg25884648			0.0447	0.0637	0.483	++	0.0	0.026	1	0.8711
cg12622273			0.0497	0.0356	0.1633	++	0.0	0.072	1	0.7881
cg20487020			0.0661	0.1112	0.5523	++	0.0	0.067	1	0.7956
cg06170717			0.1048	0.0490	0.03257	++	0.0	0.235	1	0.6278
cg19052829			0.0810	0.0417	0.05192	++	26.5	1.360	1	0.2435
cg04529785			-0.1049	0.0683	0.1248	--	0.0	0.030	1	0.8631
cg05489586			0.0143	0.0307	0.6423	+-	29.1	1.411	1	0.235
cg21579312			-0.0318	0.0813	0.696	+-	10.8	1.121	1	0.2896
cg00206490			0.0169	0.0766	0.8257	-+	39.4	1.650	1	0.199
cg14255028			-0.0020	0.0720	0.9781	-+	0.0	0.486	1	0.4857
cg05878390			0.0168	0.0384	0.6625	+-	0.0	0.487	1	0.4851
cg14227687			0.0038	0.0397	0.9234	-+	0.0	0.015	1	0.9025
cg03261347			0.0429	0.0805	0.594	-+	0.0	0.364	1	0.5465
cg16330146			-0.0955	0.0532	0.07281	--	0.0	0.186	1	0.6659
cg01217466			0.0288	0.0526	0.5843	-+	0.0	0.285	1	0.5932
cg22564826			0.0272	0.1201	0.8208	+-	14.7	1.173	1	0.2788
cg02339229			0.0367	0.0516	0.4764	++	0.0	0.001	1	0.9719
cg07799895			0.0111	0.0952	0.9071	++	0.0	0.000	1	0.9835
cg06526980			0.0851	0.1007	0.3981	+-	52.2	2.094	1	0.1479
cg21690793			0.0786	0.0652	0.2278	++	0.0	0.076	1	0.7832
cg15601946			0.1296	0.0720	0.07204	++	0.0	0.019	1	0.8891
cg06290693			0.0364	0.0361	0.3131	+-	52.7	2.112	1	0.1461
cg02103991			0.0882	0.0466	0.05854	++	23.8	1.313	1	0.2519
cg00055384			0.0106	0.0641	0.8685	+-	77.0	4.345	1	0.03712
cg21871670			-0.0411	0.0515	0.4247	-+	66.7	3.007	1	0.0829
cg05490269			-0.0134	0.0485	0.783	--	0.0	0.087	1	0.7685
cg18414281			0.0276	0.0568	0.6266	++	0.0	0.099	1	0.753
cg00377301			-0.0397	0.0532	0.4555	+-	87.4	7.948	1	0.004814
cg11051379			0.0259	0.0500	0.6048	+-	83.7	6.134	1	0.01326
cg06877191			0.0545	0.0599	0.3626	-+	87.5	7.979	1	0.004733
cg04669023			-0.0005	0.0883	0.9951	-+	0.0	0.109	1	0.7414
cg26044566			0.0508	0.0418	0.2236	++	47.3	1.899	1	0.1682
cg27564955			-0.0012	0.0263	0.9645	-+	0.0	0.056	1	0.8125
cg12902206			-0.1815	0.1019	0.07479	-+	67.1	3.040	1	0.08124
cg27455537			0.0646	0.0453	0.1537	++	33.5	1.504	1	0.22
cg09030888			-0.0239	0.0515	0.6427	--	0.0	0.112	1	0.7381
cg21998967			-0.0958	0.0856	0.2633	--	0.0	0.095	1	0.7581
cg04259907			0.0423	0.0476	0.374	++	4.9	1.051	1	0.3052
cg06839213			-0.0544	0.0584	0.3521	--	0.0	0.331	1	0.5649
cg11347411			-0.0475	0.1043	0.6485	+-	0.0	0.805	1	0.3697
cg02613624			-0.0492	0.0694	0.4785	--	0.0	0.021	1	0.8847
cg09102665			0.0372	0.0443	0.4006	++	0.0	0.571	1	0.45
cg02244028			-0.0194	0.0478	0.6854	--	0.0	0.011	1	0.918
cg19414569			0.0583	0.0413	0.1584	++	0.0	0.320	1	0.5713
cg23060569			0.0328	0.0508	0.5183	++	0.0	0.162	1	0.6872
cg09478021			0.0826	0.0773	0.285	++	0.0	0.527	1	0.4679
cg23082339			0.1585	0.1125	0.1587	++	0.0	0.752	1	0.3857
cg07620883			0.0008	0.0440	0.9849	-+	84.9	6.610	1	0.01014
cg01025282			0.0150	0.0707	0.832	-+	0.0	0.121	1	0.7278
cg08204369			-0.0198	0.0292	0.4982	--	0.0	0.021	1	0.8847
cg26687910			-0.0433	0.0512	0.3975	+-	48.0	1.922	1	0.1656
cg14040532			0.0039	0.0355	0.9124	+-	0.0	0.766	1	0.3813
cg10708950			-0.0022	0.0318	0.9455	-+	52.5	2.106	1	0.1467
cg07539543			0.0464	0.0474	0.3277	++	20.5	1.258	1	0.2621
cg14615070			0.0597	0.0350	0.08776	++	6.2	1.066	1	0.3018
cg20443728			0.0644	0.0839	0.443	++	0.0	0.203	1	0.6522
cg02091441			0.0364	0.0458	0.4263	++	0.0	0.274	1	0.6004
cg26527638			-0.0518	0.0554	0.3501	+-	0.0	0.810	1	0.3681
cg04101624			0.0918	0.0811	0.2574	++	0.0	0.075	1	0.7843
cg06285337			0.0283	0.0533	0.5951	++	0.0	0.280	1	0.597
cg09794923			-0.1219	0.0730	0.09482	--	0.0	0.032	1	0.8581
cg01195198			-0.0540	0.0379	0.1539	--	55.8	2.263	1	0.1325
cg06841833			-0.0386	0.0391	0.3233	+-	22.6	1.292	1	0.2557
cg20738181			0.0691	0.0580	0.2339	++	0.0	0.017	1	0.8958
cg24921031			-0.0666	0.0471	0.1576	--	0.0	0.490	1	0.484
cg12469755			0.0467	0.0491	0.3407	+-	45.7	1.842	1	0.1748
cg27650636			-0.0504	0.0302	0.09481	--	40.0	1.667	1	0.1966
cg21151651			0.0660	0.0473	0.1629	++	0.0	0.484	1	0.4868
cg25350122			-0.0251	0.0688	0.7151	--	0.0	0.009	1	0.9236
cg01801283			-0.0608	0.0834	0.4658	-+	67.5	3.074	1	0.07957
cg19772783			0.0403	0.0455	0.3754	++	0.0	0.257	1	0.6123
cg04772259			0.0358	0.0385	0.352	+-	22.3	1.287	1	0.2566
cg00625211			0.0750	0.0783	0.3381	++	0.0	0.031	1	0.8607
cg03183902			0.0173	0.0383	0.6524	+-	0.0	0.488	1	0.4848
cg03887471			-0.0595	0.0859	0.4886	--	0.0	0.040	1	0.8412
cg13653580			-0.0373	0.0471	0.4289	--	14.0	1.163	1	0.2809
cg12233459			0.0444	0.0373	0.2343	++	0.0	0.784	1	0.3759
cg19744804			-0.0267	0.0677	0.6932	--	0.0	0.008	1	0.929
cg16603713			0.0022	0.0322	0.9444	+-	0.0	0.016	1	0.9003
cg17449072			0.0438	0.0479	0.361	+-	63.1	2.707	1	0.09988
cg20068747			0.0499	0.0803	0.5342	+-	5.3	1.056	1	0.3042
cg01449469			0.0807	0.0403	0.0451	++	0.0	0.070	1	0.7908
cg01093572			0.0353	0.0429	0.4105	++	0.0	0.441	1	0.5066
cg21699381			-0.1303	0.1141	0.2532	-+	80.5	5.139	1	0.02339
cg04029168			0.0610	0.0489	0.2127	++	0.0	0.003	1	0.9574
cg02908273			0.0440	0.0465	0.3438	++	0.0	0.519	1	0.4714
cg08083051			0.0096	0.0682	0.8882	-+	0.0	0.130	1	0.7183
cg00168184			0.1349	0.0724	0.06245	++	0.0	0.494	1	0.4822
cg00869285			-0.0785	0.0235	0.0008141	--	0.0	0.309	1	0.5783
cg02899346			-0.0266	0.0488	0.586	--	0.0	0.001	1	0.974
cg13204435			-0.0277	0.0384	0.4708	--	0.0	0.016	1	0.9004
cg09560811			-0.0257	0.0457	0.5739	+-	43.8	1.778	1	0.1824
cg13912318			-0.0599	0.0697	0.3902	-+	80.8	5.215	1	0.02239
cg15031763			-0.0052	0.0542	0.9233	+-	0.0	0.242	1	0.6225
cg01697623			0.0205	0.0483	0.6715	-+	1.2	1.012	1	0.3144
cg09285915			0.0193	0.0804	0.8101	-+	0.0	0.941	1	0.3321
cg23695990			0.0278	0.0940	0.7677	-+	0.0	0.577	1	0.4476
cg00479207			-0.0289	0.0450	0.5203	--	0.0	0.001	1	0.9744
cg02773275			0.0092	0.0519	0.8591	-+	80.8	5.221	1	0.02232
cg04198125			0.0420	0.0499	0.4	-+	0.0	0.695	1	0.4046
cg18893120			-0.0387	0.0503	0.4414	--	0.0	0.002	1	0.9667
cg12615435			-0.0316	0.0307	0.3035	-+	36.3	1.570	1	0.2102
cg15297650			0.0074	0.0474	0.8753	-+	0.0	0.147	1	0.7018
cg14622870			-0.0044	0.0334	0.8953	-+	66.8	3.014	1	0.08253
cg24363298			-0.0913	0.0674	0.1758	--	0.0	0.764	1	0.382
cg02438045			-0.0781	0.0553	0.1576	--	0.0	0.864	1	0.3527
cg08324090			0.0460	0.0873	0.5977	++	0.0	0.134	1	0.7148
cg22223151			0.0159	0.0407	0.6965	-+	36.4	1.573	1	0.2098
cg13045204			0.0433	0.0611	0.4783	++	0.0	0.000	1	0.9939
cg12783297			0.0082	0.0340	0.8098	+-	0.0	0.424	1	0.5148
cg16684060			0.0441	0.0552	0.4246	++	0.0	0.398	1	0.528
cg17146950			0.0789	0.0666	0.2366	-+	62.2	2.646	1	0.1038
cg13754993			0.0179	0.0728	0.8056	-+	0.0	0.358	1	0.5495
cg17622117			-0.0192	0.0477	0.6875	--	0.0	0.038	1	0.8455
cg18653386			0.0295	0.0616	0.6321	-+	0.0	0.479	1	0.4887
cg08820507			-0.0202	0.0517	0.6962	-+	0.0	0.108	1	0.7425
cg05784951			0.0461	0.0465	0.3208	++	0.0	0.066	1	0.7966
cg01947346			-0.0187	0.0656	0.7753	-+	0.0	0.042	1	0.8379
cg03976979			0.0019	0.0702	0.9784	-+	0.0	0.046	1	0.8304
cg06959969			-0.0112	0.0541	0.8358	+-	0.0	0.997	1	0.318
cg27064605			-0.0495	0.0910	0.5866	-+	0.0	0.166	1	0.684
cg06572225			0.2223	0.1205	0.06514	+-	58.8	2.426	1	0.1193
cg02793162			0.0073	0.0591	0.9022	-+	0.0	0.320	1	0.5718
cg11996870			-0.0286	0.0389	0.4614	-+	0.0	0.408	1	0.5229
cg23114476			0.0586	0.0896	0.513	++	0.0	0.226	1	0.6343
cg21012057			-0.0227	0.0411	0.5813	+-	0.0	0.789	1	0.3743
cg06435721			0.0273	0.0629	0.6641	++	0.0	0.023	1	0.8787
cg12691745			-0.0241	0.0555	0.6636	--	0.0	0.005	1	0.9439
cg02646331			-0.0021	0.0385	0.9575	+-	0.0	0.182	1	0.6699
cg21987716			0.0113	0.0429	0.7925	-+	8.5	1.093	1	0.2959
cg12172080			0.1245	0.0428	0.003582	++	0.0	0.133	1	0.7158
cg11861672			-0.0356	0.0410	0.386	-+	24.7	1.328	1	0.2491
cg16058145			-0.0335	0.0566	0.5541	-+	0.0	0.317	1	0.5732
cg11191210			-0.1270	0.0634	0.04535	--	44.6	1.805	1	0.1791
cg15096615			-0.0070	0.0506	0.8896	-+	71.2	3.476	1	0.06227
cg10051299			-0.0473	0.0906	0.6015	--	0.0	0.001	1	0.9822
cg15109966			-0.0028	0.0575	0.9615	+-	0.0	0.218	1	0.6403
cg01376795			0.0507	0.0801	0.5268	++	0.0	0.000	1	0.9907
cg16844471			-0.0724	0.0816	0.3749	--	33.7	1.508	1	0.2194
cg18235573			-0.0924	0.0436	0.03409	--	0.0	0.423	1	0.5155
cg03557445			-0.0109	0.0521	0.8339	-+	47.1	1.891	1	0.1691
cg10337211			-0.1020	0.0667	0.1264	-+	51.5	2.063	1	0.1509
cg10606797			-0.0644	0.0425	0.1298	--	43.0	1.754	1	0.1854
cg26269109			-0.0328	0.0257	0.2025	--	0.0	0.032	1	0.8581
cg26102687			0.0177	0.0585	0.7628	-+	35.5	1.550	1	0.2131
cg25892837			0.0443	0.0728	0.5434	-+	30.0	1.429	1	0.2319
cg16350728			-0.0375	0.0685	0.5845	--	0.0	0.003	1	0.9559
cg26560794			-0.0384	0.0445	0.3882	--	0.0	0.216	1	0.6421
cg24704123			0.0897	0.0848	0.2905	++	24.8	1.330	1	0.2488
cg20035993			0.0606	0.0472	0.1994	++	0.0	0.012	1	0.9139
cg02980499			0.0555	0.0547	0.3104	++	0.0	0.418	1	0.5181
cg00269416			-0.1048	0.0448	0.01933	--	0.0	0.053	1	0.8171
cg00517334			0.0369	0.0383	0.3345	++	0.0	0.017	1	0.8951
cg11829923			0.0212	0.0991	0.8305	-+	25.5	1.342	1	0.2466
cg20669731			0.0015	0.0299	0.9593	+-	0.0	0.040	1	0.8409
cg10151457			-0.0580	0.0435	0.1826	--	0.0	0.220	1	0.6391
cg00643333			-0.2387	0.1124	0.0337	-+	90.8	10.914	1	0.0009546
cg20182232			0.0014	0.0485	0.9765	-+	0.0	0.046	1	0.8304
cg03164275			0.1080	0.0813	0.1841	++	0.0	0.087	1	0.7678
cg04990157			-0.1119	0.0519	0.03114	-+	90.4	10.460	1	0.00122
cg06546806			-0.0777	0.0440	0.07763	--	0.0	0.291	1	0.5897
cg06892152			0.0033	0.0351	0.9243	-+	0.0	0.385	1	0.5351
cg01785566			0.0538	0.0438	0.2185	++	0.0	0.770	1	0.3802
cg16563187			0.0587	0.0547	0.283	++	0.0	0.315	1	0.5747
cg17417720			-0.0034	0.0359	0.924	-+	0.0	0.395	1	0.5297
cg03085666			0.0099	0.0388	0.7993	-+	0.0	0.600	1	0.4387
cg26055718			-0.0101	0.0643	0.8756	--	0.0	0.014	1	0.9045
cg10535597			0.0912	0.0392	0.01986	++	61.6	2.602	1	0.1067
cg12812047			-0.0116	0.0617	0.8511	+-	0.0	0.895	1	0.3441
cg01259521			0.0273	0.0304	0.3688	+-	59.8	2.485	1	0.1149
cg15716241			-0.1288	0.0870	0.139	--	0.0	0.214	1	0.6436
cg01139880			0.0628	0.0702	0.3712	-+	84.1	6.273	1	0.01226
cg23224666			-0.0304	0.0671	0.6503	-+	0.0	0.650	1	0.4202
cg18376497			-0.0862	0.0854	0.3128	-+	0.0	0.921	1	0.3371
cg22944934			0.0061	0.0393	0.8763	-+	28.7	1.403	1	0.2361
cg00107028			0.0436	0.0939	0.6425	-+	6.8	1.073	1	0.3004
cg23404973			0.1022	0.0377	0.006712	++	0.0	0.655	1	0.4184
cg05306984			-0.0830	0.0465	0.07431	--	0.0	0.502	1	0.4786
cg08972066			0.0309	0.0501	0.537	-+	0.0	0.323	1	0.5695
cg05019477			0.0341	0.0529	0.5188	++	0.0	0.007	1	0.9315
cg02578087			0.0261	0.0897	0.7706	+-	0.0	0.384	1	0.5356
cg12534969			0.0158	0.0243	0.5148	++	0.0	0.469	1	0.4933
cg07212541			-0.0127	0.0483	0.7932	+-	20.6	1.260	1	0.2617
cg20665259			0.0062	0.0570	0.9137	-+	0.0	0.016	1	0.8991
cg25162888			0.0213	0.0242	0.3782	++	0.0	0.264	1	0.6071
cg25206157			0.1039	0.0731	0.1548	++	0.0	0.202	1	0.6527
cg13721165			0.0047	0.0519	0.9278	+-	23.9	1.313	1	0.2518
cg02261480			0.0186	0.0487	0.7028	-+	0.0	0.247	1	0.6194
cg01686181			0.0679	0.0641	0.2894	++	0.0	0.004	1	0.9525
cg00172990			-0.0558	0.0509	0.2726	-+	12.2	1.139	1	0.2859
cg04076286			0.0341	0.0450	0.4487	++	0.0	0.748	1	0.3871
cg00241813			-0.0260	0.0360	0.4696	+-	0.0	0.867	1	0.3518
cg02607754			-0.0789	0.0624	0.2056	--	16.8	1.201	1	0.2731
cg23788917			0.1934	0.1310	0.1397	+-	57.6	2.359	1	0.1246
cg04689720			-0.0386	0.0436	0.3767	--	0.0	0.082	1	0.775
cg09349481			0.0438	0.0608	0.4714	++	0.0	0.048	1	0.8268
cg24934858			-0.0569	0.0640	0.3742	--	0.0	0.709	1	0.3997
cg00170483			0.0195	0.0695	0.7793	+-	0.0	0.529	1	0.4672
cg02262658			-0.1195	0.0607	0.04887	--	0.0	0.113	1	0.7368
cg25304765			0.0425	0.0421	0.3116	+-	0.0	0.700	1	0.4027
cg25802363			0.0452	0.0760	0.5525	++	0.0	0.033	1	0.8552
cg13467135			0.0879	0.0619	0.1555	++	0.0	0.074	1	0.7863
cg17726720			0.0031	0.0539	0.9541	-+	0.0	0.076	1	0.7833
cg22845754			0.0009	0.0628	0.9884	-+	35.9	1.561	1	0.2116
cg12349884			-0.0470	0.0391	0.2287	--	52.7	2.115	1	0.1459
cg11778270			-0.0358	0.0742	0.6299	-+	0.0	0.060	1	0.8068
cg10291977			-0.0022	0.0416	0.9582	-+	0.0	0.093	1	0.7609
cg21598490			-0.1012	0.0311	0.001136	--	38.1	1.615	1	0.2038
cg02435191			0.0042	0.0253	0.8688	+-	42.0	1.725	1	0.1891
cg16448056			-0.0167	0.0346	0.6293	--	0.0	0.174	1	0.6764
cg10188300			0.0444	0.0339	0.1905	++	0.0	0.337	1	0.5616
cg24807339			-0.2852	0.1751	0.1033	--	0.0	0.510	1	0.475
cg07308751			-0.0198	0.0820	0.8089	+-	0.0	0.059	1	0.8077
cg18097872			0.0224	0.0664	0.7354	-+	0.0	0.423	1	0.5156
cg13642974			-0.0215	0.0825	0.7941	--	0.0	0.010	1	0.9209
cg23098068			-0.0410	0.0533	0.4416	--	0.0	0.003	1	0.9546
cg23024714			-0.0808	0.0418	0.05313	--	0.0	0.061	1	0.8045
cg07850415			-0.0313	0.0404	0.4394	--	0.0	0.516	1	0.4727
cg00832994			-0.0455	0.1120	0.6847	-+	0.0	0.374	1	0.5409
cg04684915			-0.0005	0.0729	0.9943	+-	0.0	0.489	1	0.4845
cg04267590			-0.0080	0.0374	0.8315	--	0.0	0.076	1	0.7826
cg09153964			-0.0067	0.0712	0.9253	+-	84.2	6.331	1	0.01187
cg14245635			-0.0120	0.0583	0.8371	-+	0.0	0.174	1	0.6769
cg10956857			0.0156	0.0365	0.67	+-	21.0	1.266	1	0.2606
cg10955407			-0.0938	0.0621	0.1311	+-	51.1	2.046	1	0.1526
cg17826547			0.0318	0.0544	0.5589	+-	0.0	0.979	1	0.3225
cg23717187			0.0397	0.0536	0.4587	++	0.0	0.002	1	0.965
cg08942016			-0.0350	0.0530	0.5093	--	0.0	0.585	1	0.4442
cg08470031			0.1104	0.0681	0.1052	+-	78.2	4.587	1	0.03221
cg12464869			-0.0514	0.0454	0.258	--	0.0	0.301	1	0.5832
cg10311562			0.1392	0.0579	0.01616	++	0.0	0.956	1	0.3281
cg13407917			-0.0880	0.0561	0.1168	--	0.0	0.000	1	0.9851
cg20335152			0.0342	0.0505	0.4987	++	0.0	0.622	1	0.4301
cg20769487			0.0161	0.0497	0.7458	++	0.0	0.095	1	0.7579
cg22493117			-0.0567	0.0288	0.04906	--	0.0	0.135	1	0.7129
cg09299668			-0.0493	0.0679	0.4675	+-	0.0	0.600	1	0.4387
cg04359252			-0.1145	0.0663	0.08403	--	0.0	0.006	1	0.9376
cg04402205			-0.0239	0.0323	0.4581	--	0.0	0.472	1	0.492
cg10896456			-0.0652	0.0487	0.1804	--	0.0	0.670	1	0.413
cg13874530			0.0700	0.0385	0.06917	++	0.0	0.148	1	0.7003
cg24180162			-0.0013	0.0510	0.9801	-+	0.0	0.536	1	0.4639
cg03195775			-0.0650	0.0487	0.182	--	0.0	0.117	1	0.7328
cg20298778			-0.1468	0.1293	0.2563	--	0.0	0.043	1	0.8348
cg19534945			-0.0285	0.0359	0.4276	--	0.0	0.097	1	0.755
cg10362455			0.0358	0.0414	0.3864	++	0.0	0.175	1	0.6759
cg23225375			-0.0385	0.0602	0.523	-+	24.2	1.320	1	0.2507
cg11580676			0.0521	0.1143	0.6485	-+	0.0	0.675	1	0.4115
cg21248267			0.0297	0.0798	0.7092	++	0.0	0.000	1	0.9894
ch.1.2289685F			0.1129	0.2098	0.5905	+-	0.0	0.275	1	0.5997
cg14873447			0.0664	0.0463	0.1517	++	22.9	1.296	1	0.2549
cg13810556			-0.0076	0.0414	0.8537	--	0.0	0.010	1	0.9222
cg11366131			0.0272	0.0401	0.4983	++	0.1	1.001	1	0.3171
cg09672187			0.0386	0.0685	0.5729	++	0.0	0.081	1	0.7759
cg20809181			-0.0097	0.0486	0.8423	-+	81.1	5.304	1	0.02128
cg19769182			0.0517	0.0920	0.5739	++	0.0	0.013	1	0.9089
cg08202895			0.0328	0.0509	0.5198	++	0.0	0.056	1	0.8132
cg21227886			0.0320	0.0425	0.4506	-+	71.5	3.510	1	0.06099
cg00218447			0.0581	0.0723	0.4213	-+	0.0	0.828	1	0.3629
cg05647208			-0.0292	0.0328	0.372	--	0.0	0.042	1	0.8376
cg07180197			0.0406	0.0639	0.5253	+-	55.8	2.264	1	0.1324
cg27182915			-0.1002	0.0478	0.03615	--	0.0	0.292	1	0.5888
cg12928668			-0.1244	0.0564	0.02751	--	0.0	0.032	1	0.8587
cg17973604			0.0061	0.0403	0.8802	-+	0.0	0.799	1	0.3714
cg08188584			0.0650	0.0579	0.2616	-+	1.8	1.018	1	0.313
cg12350822			-0.0722	0.1148	0.5296	--	0.0	0.118	1	0.7316
cg25752955			0.0679	0.0688	0.324	-+	64.1	2.789	1	0.09491
cg01707892			0.0466	0.0756	0.5377	++	0.0	0.000	1	0.9888
cg05166871			0.0236	0.0582	0.6848	-+	38.5	1.626	1	0.2022
cg11905108			-0.0016	0.0440	0.9705	+-	0.0	0.175	1	0.6753
cg06319822			0.1062	0.0733	0.1475	++	0.0	0.545	1	0.4604
cg13024275			0.0972	0.1336	0.4671	+-	0.0	0.755	1	0.3851
cg21982037			-0.0195	0.0653	0.7658	+-	0.0	0.787	1	0.375
cg18792131			-0.0220	0.0315	0.4855	+-	78.6	4.669	1	0.03071
cg13167372			0.0463	0.0838	0.5804	++	0.0	0.003	1	0.9558
cg24629431			0.0139	0.0761	0.8552	+-	0.0	0.500	1	0.4795
cg23427362			-0.0622	0.0704	0.377	-+	77.2	4.394	1	0.03607
cg11637908			0.0156	0.0361	0.6659	++	0.0	0.132	1	0.7163
cg04322894			-0.0210	0.0802	0.793	-+	29.2	1.413	1	0.2346
cg09186031			-0.0077	0.0376	0.8378	--	0.0	0.001	1	0.9788
cg10139742			-0.0359	0.0539	0.5048	-+	0.0	0.535	1	0.4647
cg07023332			0.0755	0.0771	0.3279	++	0.0	0.049	1	0.8254
cg06001836			-0.0766	0.0547	0.1616	--	0.0	0.657	1	0.4177
cg13357776			0.0232	0.0606	0.7021	-+	0.0	0.667	1	0.4141
